MessageCode,MessageVersion,ApplicationType,TokenID,ExchangeSegment,ExchangeInstrumentID,BarTime,BarVolume,High,Low,Open,Close,OpenInterest,SumOfQtyInToPrice
1505,1,0,0,2,41605,1732526219,103470,689.75,603.65,689.75,647.3,276555,0
1505,1,0,0,2,42953,1732526219,446100,346.55,318.75,330.5,321.95,800325,0
1505,1,0,0,2,42954,1732526219,383075,86.35,76.15,77.05,83.25,186875,0
1505,1,0,0,2,42955,1732526219,1377275,309.75,283.75,295,285.55,2521575,0
1505,1,0,0,2,42956,1732526219,980600,100.65,90.45,91.1,97.45,666775,0
1505,1,0,0,2,42961,1732526219,673525,276.1,250.7,260.2,254.25,890550,0
1505,1,0,0,2,42962,1732526219,358600,117.8,106.75,106.9,115.5,94500,0
1505,1,0,0,2,42963,1732526219,2707525,244.3,219.2,228.45,223.2,3733200,0
1505,1,0,0,2,42964,1732526219,1801000,137.05,125.55,127.2,134.1,1147500,0
1505,1,0,0,2,42965,1732526219,2074925,216.05,193.6,201.6,194.95,888075,0
1505,1,0,0,2,42966,1732526219,1050525,159.6,146.25,149.05,156.5,54425,0
1505,1,0,0,2,42967,1732526219,4555300,188.95,166.8,174.95,169.9,3805775,0
1505,1,0,0,2,42968,1732526219,1995850,183.7,168.8,173.15,180.4,1275550,0
1505,1,0,0,2,42973,1732526219,1346225,163.6,144.05,150.75,146.2,618475,0
1505,1,0,0,2,45607,1732526219,347200,210.55,193,197.95,207.15,37125,0
1505,1,0,0,2,45637,1732526219,2192175,140.7,122.45,128.8,125.2,3107350,0
1505,1,0,0,2,45638,1732526219,398050,239.6,222.4,227.25,236.4,1029800,0
1505,1,0,0,2,45748,1732526219,1014125,121.2,104.4,111.05,105.6,696425,0
1505,1,0,0,2,45749,1732526219,78450,270.1,250.75,257.45,267.4,32800,0
1505,1,0,0,2,46181,1732526219,5201375,102.75,88.4,94.5,89.3,6449200,0
1505,1,0,0,2,46182,1732526219,887675,304.1,282.15,290.05,301,1915800,0
1505,1,0,0,2,46185,1732526219,961850,87.1,74.55,79.35,75.55,848450,0
1505,1,0,0,2,46186,1732526219,38175,339.4,316.55,325.05,336.65,19500,0
1505,1,0,0,1,26000,1732526279,0,24281.4,24266.05,24275.7,24272.8,0,0
1505,1,0,0,1,26001,1732526279,0,52113.35,52051.7,52061.8,52096.25,0,0
1505,1,0,0,2,41511,1732526279,1263645,761.5,717.5,724,756.05,1717455,0
1505,1,0,0,2,41512,1732526279,737925,177.45,158,177.15,160,710580,0
1505,1,0,0,2,41513,1732526279,369720,687.1,643.95,652.45,677.05,344640,0
1505,1,0,0,2,41516,1732526279,248955,204.5,183.25,203.35,185.75,129510,0
1505,1,0,0,2,41518,1732526279,459795,616.95,573.05,574.5,607,888480,0
1505,1,0,0,2,41523,1732526279,311070,236.1,213.9,236.1,216.95,162180,0
1505,1,0,0,2,41524,1732526279,683985,551,509.7,522.2,541.1,465045,0
1505,1,0,0,2,41528,1732526279,394785,272.75,245.15,270.5,248.95,177300,0
1505,1,0,0,2,41545,1732526279,1002855,489,454.95,459.85,481.1,453810,0
1505,1,0,0,2,41546,1732526279,499110,312.6,283.5,312.6,287.4,193770,0
1505,1,0,0,2,41547,1732526279,3206250,433.4,397.95,406.95,423.1,2713635,0
1505,1,0,0,2,41548,1732526279,1554810,357.3,325,356.65,327.7,1216815,0
1505,1,0,0,2,41554,1732526279,1061265,378.95,347.9,355.6,370.55,463905,0
1505,1,0,0,2,41559,1732526279,338115,407.5,372,406.1,375.35,136035,0
1505,1,0,0,2,41567,1732526279,808320,330.9,298.7,306.05,320.6,507165,0
1505,1,0,0,2,41575,1732526279,208200,460.1,422,456.75,427.2,111645,0
1505,1,0,0,2,41587,1732526279,525330,286,255.65,255.65,274.25,386010,0
1505,1,0,0,2,41595,1732526279,100815,520.25,478,518.5,482.25,77460,0
1505,1,0,0,2,41600,1732526279,586185,245.7,218.85,229.6,233.85,434880,0
1505,1,0,0,2,41603,1732526279,51210,583.1,537.45,580.5,545.2,38175,0
1505,1,0,0,2,41605,1732526279,143700,648.8,600,645.25,604.25,311895,0
1505,1,0,0,2,41606,1732526279,479910,179.1,158.95,166.8,168.3,342915,0
1505,1,0,0,2,41607,1732526279,19215,720.65,670,715.95,670,20325,0
1505,1,0,0,2,42948,1732526279,1912300,368.9,355.3,361.1,355.3,5044200,0
1505,1,0,0,2,42949,1732526279,3726075,73.3,69.65,71.6,71.15,4113825,0
1505,1,0,0,2,42953,1732526279,489200,330.2,317.4,323.65,318.35,678500,0
1505,1,0,0,2,42954,1732526279,480475,85.85,81.9,83.8,83.4,320600,0
1505,1,0,0,2,42956,1732526279,1191775,100.65,95.9,98.15,97.7,938575,0
1505,1,0,0,2,42961,1732526279,803150,260.7,249.35,254.25,249.35,849900,0
1505,1,0,0,2,42962,1732526279,447150,117.8,112.8,115.5,115.05,218450,0
1505,1,0,0,2,42963,1732526279,3268525,229.9,219.15,224.8,219.15,3786375,0
1505,1,0,0,2,42964,1732526279,2405450,137,131.65,134.65,134.45,1759625,0
1505,1,0,0,2,42965,1732526279,2426650,201.85,191.7,196.55,191.7,1282400,0
1505,1,0,0,2,42966,1732526279,1331350,159.55,153.6,156.6,157.5,447550,0
1505,1,0,0,2,42967,1732526279,5593550,175.55,165.75,169.55,166.1,4588100,0
1505,1,0,0,2,42968,1732526279,2683550,184.25,177.4,180.6,181.4,1992975,0
1505,1,0,0,2,42973,1732526279,1601350,151.65,142.6,146.35,142.6,904150,0
1505,1,0,0,2,45607,1732526279,469450,210.05,203.85,207.65,207.35,191400,0
1505,1,0,0,2,45637,1732526279,2694375,130,122.2,125.8,122.2,3300025,0
1505,1,0,0,2,45638,1732526279,489975,239.35,231.15,235.7,236.55,1172525,0
1505,1,0,0,2,45748,1732526279,1191625,110.8,102.95,107.1,102.95,780175,0
1505,1,0,0,2,45749,1732526279,90500,271.45,262.6,266.05,268.4,70075,0
1505,1,0,0,2,46181,1732526279,6038800,93.95,86.85,89.55,87.05,6685675,0
1505,1,0,0,2,46182,1732526279,969875,304.15,295.45,301.25,302.7,2491400,0
1505,1,0,0,2,46185,1732526279,1118900,79.15,72.6,75.3,72.6,917875,0
1505,1,0,0,2,46186,1732526279,47575,340,329.55,337.4,337.7,33175,0
1505,1,0,0,1,26000,1732526339,0,24288.2,24270.55,24271.75,24288.05,0,0
1505,1,0,0,1,26001,1732526339,0,52135.5,52091.8,52094.95,52132.9,0,0
1505,1,0,0,2,41511,1732526339,1341195,796.95,743.2,753,796.95,1717455,0
1505,1,0,0,2,41512,1732526339,870030,169.15,156.85,160.3,159.65,710580,0
1505,1,0,0,2,41513,1732526339,407295,721.6,668.25,681.4,718.65,344640,0
1505,1,0,0,2,41516,1732526339,321450,195.8,181.6,185,183.6,129510,0
1505,1,0,0,2,41518,1732526339,508080,649.2,600,609.7,647.75,888480,0
1505,1,0,0,2,41523,1732526339,363825,226,210.6,212.5,212.95,162180,0
1505,1,0,0,2,41524,1732526339,769305,582.25,535,543.9,579.9,465045,0
1505,1,0,0,2,41528,1732526339,468060,260.1,243.6,248.1,245,177300,0
1505,1,0,0,2,41545,1732526339,1169445,517.5,474.95,482.2,517.5,453810,0
1505,1,0,0,2,41546,1732526339,555510,298.05,280.4,286.05,285.3,193770,0
1505,1,0,0,2,41547,1732526339,4162965,460,416.2,427.8,458.7,2713635,0
1505,1,0,0,2,41548,1732526339,1858920,340.8,321.6,325.65,322.3,1216815,0
1505,1,0,0,2,41554,1732526339,1427820,404.7,363.4,370.05,404.7,463905,0
1505,1,0,0,2,41559,1732526339,485370,389.9,365.85,375.8,365.85,136035,0
1505,1,0,0,2,41567,1732526339,1075140,353.15,316,321.2,351.2,507165,0
1505,1,0,0,2,41575,1732526339,271230,441.7,414.65,425.9,415.15,111645,0
1505,1,0,0,2,41587,1732526339,709635,305.9,270.55,279,305.5,386010,0
1505,1,0,0,2,41595,1732526339,133515,493.85,467.15,480.8,467.15,77460,0
1505,1,0,0,2,41600,1732526339,725175,261.6,231.1,238.25,260.5,434880,0
1505,1,0,0,2,41603,1732526339,68625,554.45,524.6,540.1,524.6,38175,0
1505,1,0,0,2,41605,1732526339,167445,620,584.65,604.2,585,311895,0
1505,1,0,0,2,41606,1732526339,572250,190.25,165.05,169.75,190.15,342915,0
1505,1,0,0,2,41607,1732526339,24690,687.5,654.3,674.45,654.3,20325,0
1505,1,0,0,2,42948,1732526339,2125275,370.45,355.5,355.5,368.6,5044200,0
1505,1,0,0,2,42949,1732526339,4463325,71.05,68.8,70.95,69.45,4113825,0
1505,1,0,0,2,42953,1732526339,530450,332.25,317.15,317.15,330.8,678500,0
1505,1,0,0,2,42954,1732526339,594375,83.95,80.9,83.2,81.45,320600,0
1505,1,0,0,2,42956,1732526339,1462075,98.25,95.05,97.65,95.25,938575,0
1505,1,0,0,2,42961,1732526339,928225,263.05,248,248,262.65,849900,0
1505,1,0,0,2,42962,1732526339,543625,115.95,111.65,115,112,218450,0
1505,1,0,0,2,42963,1732526339,3807225,231.35,219.4,219.4,229.7,3786375,0
1505,1,0,0,2,42964,1732526339,2820675,134.8,130,134.3,130.4,1759625,0
1505,1,0,0,2,42965,1732526339,2849025,203.6,191.1,191.1,201.5,1282400,0
1505,1,0,0,2,42966,1732526339,1544500,157.55,151.8,156.05,152.75,447550,0
1505,1,0,0,2,42967,1732526339,6436850,176.6,166.5,166.5,176.4,4588100,0
1505,1,0,0,2,42968,1732526339,3177575,181.55,174.9,181.3,174.9,1992975,0
1505,1,0,0,2,42973,1732526339,1826950,152.35,142.7,142.7,150.95,904150,0
1505,1,0,0,2,45607,1732526339,562925,208.6,200.4,207.7,201.2,191400,0
1505,1,0,0,2,45637,1732526339,3226525,129.8,121.65,121.65,128.8,3300025,0
1505,1,0,0,2,45638,1732526339,558575,237,228.25,236.6,229.25,1172525,0
1505,1,0,0,2,45748,1732526339,1355400,110.6,104.6,104.6,109.15,780175,0
1505,1,0,0,2,45749,1732526339,108250,269.1,258.5,269.1,259.85,70075,0
1505,1,0,0,2,46181,1732526339,6904625,93.35,86.45,86.45,92.7,6685675,0
1505,1,0,0,2,46182,1732526339,1053775,302.05,291.3,302.05,292.8,2491400,0
1505,1,0,0,2,46185,1732526339,1289225,78.05,72.2,72.2,76.8,917875,0
1505,1,0,0,2,46186,1732526339,55325,337.45,325.85,337.45,325.85,33175,0
1505,1,0,0,1,26000,1732526399,0,24293.05,24284.85,24285.95,24288.6,0,0
1505,1,0,0,1,26001,1732526399,0,52176.6,52133.1,52135.05,52166.1,0,0
1505,1,0,0,2,41511,1732526399,1463115,827,792.85,797,826.2,1717455,0
1505,1,0,0,2,41512,1732526399,1191615,159.85,147.45,159.85,150.1,710580,0
1505,1,0,0,2,41513,1732526399,442995,750.5,716.55,722.95,746.25,344640,0
1505,1,0,0,2,41516,1732526399,386355,182.25,171.5,182.25,174.25,129510,0
1505,1,0,0,2,41518,1732526399,568215,677.9,644.35,645,673.1,888480,0
1505,1,0,0,2,41523,1732526399,419220,211.8,198.8,211.8,202.05,162180,0
1505,1,0,0,2,41524,1732526399,862290,609.7,577.85,582.35,605.8,465045,0
1505,1,0,0,2,41528,1732526399,548580,245.45,230.3,245.45,233.6,177300,0
1505,1,0,0,2,41545,1732526399,1348500,544.5,514.35,519.2,540.05,453810,0
1505,1,0,0,2,41546,1732526399,626445,280.45,265.15,280,268.05,193770,0
1505,1,0,0,2,41547,1732526399,4886475,484.45,456.5,457.95,481.85,2713635,0
1505,1,0,0,2,41548,1732526399,2176470,322.2,305.05,321.5,309.65,1216815,0
1505,1,0,0,2,41554,1732526399,1988385,429.5,402.5,405.25,424.8,463905,0
1505,1,0,0,2,41559,1732526399,659655,365.55,347.4,365.05,353.7,136035,0
1505,1,0,0,2,41567,1732526399,1552395,376.95,351.2,353.4,373.55,507165,0
1505,1,0,0,2,41575,1732526399,389640,414.9,394.8,412.85,402.45,111645,0
1505,1,0,0,2,41587,1732526399,936615,328,303.25,303.5,327.85,386010,0
1505,1,0,0,2,41595,1732526399,180255,468.4,444.9,468.4,453.25,77460,0
1505,1,0,0,2,41600,1732526399,921150,283.8,259.65,262,283.25,434880,0
1505,1,0,0,2,41603,1732526399,84075,525.65,503.65,525.65,512.4,38175,0
1505,1,0,0,2,41605,1732526399,204960,587.35,560,587.35,570.9,311895,0
1505,1,0,0,2,41606,1732526399,690855,209,188.05,188.05,206.85,342915,0
1505,1,0,0,2,41607,1732526399,35925,652.75,627.4,650.8,635.8,20325,0
1505,1,0,0,2,42948,1732526399,2312000,377.95,369.2,370,372.05,5044200,0
1505,1,0,0,2,42949,1732526399,4965100,69.95,66.2,69.8,68,4113825,0
1505,1,0,0,2,42955,1732526399,2088025,302.15,293.95,293.95,296.35,2397975,0
1505,1,0,0,2,42962,1732526399,627775,112.35,106.8,111.7,109.65,218450,0
1505,1,0,0,2,42964,1732526399,3149450,131.2,125,131.2,128.35,1759625,0
1505,1,0,0,2,42965,1732526399,3179050,207.25,201.9,201.9,202.8,1282400,0
1505,1,0,0,2,42967,1732526399,7462000,180.3,175,175,176.8,4588100,0
1505,1,0,0,2,42968,1732526399,3687500,175.9,168.4,175.9,172.35,1992975,0
1505,1,0,0,2,46185,1732526399,1450725,79.6,76.6,77.25,77.4,917875,0
1505,1,0,0,2,46186,1732526399,58075,327.6,317.95,325.7,325.35,33175,0
1505,1,0,0,1,26000,1732526459,0,24291.4,24261.05,24288.1,24261.5,0,0
1505,1,0,0,1,26001,1732526459,0,52191.15,52074.9,52166.25,52084.8,0,0
1505,1,0,0,2,41511,1732526459,1567200,843.65,730,822.05,733.65,1577100,0
1505,1,0,0,2,41512,1732526459,1567935,165,142.7,150.7,160.85,941490,0
1505,1,0,0,2,41513,1732526459,475905,766.95,656,744.95,656,313995,0
1505,1,0,0,2,41516,1732526459,448395,190,166.05,175.5,188,191940,0
1505,1,0,0,2,41518,1732526459,629085,694.7,585.3,678.4,588.15,869655,0
1505,1,0,0,2,41523,1732526459,491700,221,193.3,201.55,219.5,218205,0
1505,1,0,0,2,41524,1732526459,967365,624.7,523.35,609.9,523.75,434940,0
1505,1,0,0,2,41528,1732526459,632265,257.35,223.85,233.95,255.4,238200,0
1505,1,0,0,2,41545,1732526459,1560285,559.75,461.4,538.5,461.4,424815,0
1505,1,0,0,2,41546,1732526459,713775,297.05,257.75,271.65,295.2,238815,0
1505,1,0,0,2,41547,1732526459,5691855,498.5,407,484.9,407.5,2556375,0
1505,1,0,0,2,41548,1732526459,2596845,344.5,296.5,311.1,340.25,1510155,0
1505,1,0,0,2,41554,1732526459,2534940,442.65,358.3,428.55,358.9,703215,0
1505,1,0,0,2,41559,1732526459,916980,394.1,340.2,353.8,387.45,323205,0
1505,1,0,0,2,41567,1732526459,2006730,389.85,309.35,378.35,310.2,708195,0
1505,1,0,0,2,41575,1732526459,605130,442.95,388,399.8,442,235515,0
1505,1,0,0,2,41587,1732526459,1217235,340,267.85,325.1,268,472545,0
1505,1,0,0,2,41604,1732526459,2865780,254,193.65,245,193.65,1656945,0
1505,1,0,0,2,41605,1732526459,280530,628.6,551.9,571.9,626,345105,0
1505,1,0,0,2,41606,1732526459,834405,217.95,164.5,209.45,164.5,385860,0
1505,1,0,0,2,41607,1732526459,43755,699,617.05,637.75,696.45,27060,0
1505,1,0,0,2,41611,1732526459,887445,186.1,138.45,178.75,138.45,329850,0
1505,1,0,0,2,41612,1732526459,38430,771.15,684,702.25,769.15,24015,0
1505,1,0,0,2,42948,1732526459,2567225,375.75,350.65,369.25,352.1,4770950,0
1505,1,0,0,2,42949,1732526459,5507650,73.75,67.15,68.4,73.3,4708025,0
1505,1,0,0,2,42955,1732526459,2543575,300.75,278.15,296.7,278.4,2249525,0
1505,1,0,0,2,42962,1732526459,747700,118.3,108.65,110.85,118.05,291100,0
1505,1,0,0,2,42964,1732526459,3528700,137.85,126.85,129.15,137.25,2100725,0
1505,1,0,0,2,42965,1732526459,3569325,206.65,187,203.2,187.95,1525625,0
1505,1,0,0,2,42967,1732526459,8588125,179.8,161.45,176.1,161.45,4679725,0
1505,1,0,0,2,42968,1732526459,4376475,183.6,170.75,172.6,183.6,2392550,0
1505,1,0,0,2,46185,1732526459,1669625,79.35,67.8,76.05,67.85,997400,0
1505,1,0,0,2,46186,1732526459,63575,339.7,320.2,327.2,339.7,38675,0
1505,1,0,0,1,26000,1732526519,0,24265.8,24244.8,24261.05,24246,0,0
1505,1,0,0,1,26001,1732526519,0,52120.75,52073.1,52084.6,52087.05,0,0
1505,1,0,0,2,41511,1732526519,1635450,763.75,714.35,736.2,730,1577100,0
1505,1,0,0,2,41512,1732526519,1808220,170.95,158.4,161.2,167,941490,0
1505,1,0,0,2,41513,1732526519,507960,693.1,640,660.9,656.45,313995,0
1505,1,0,0,2,41516,1732526519,531240,199.2,185.6,187,194.6,191940,0
1505,1,0,0,2,41518,1732526519,682620,623.15,573.8,590.9,589.4,869655,0
1505,1,0,0,2,41523,1732526519,568950,232.1,216.15,219,226.4,218205,0
1505,1,0,0,2,41524,1732526519,1059150,560,509.6,526.1,523.85,434940,0
1505,1,0,0,2,41545,1732526519,1696485,492.2,451.85,467.15,466.05,424815,0
1505,1,0,0,2,41547,1732526519,6209355,439.2,396.9,410,409.8,2556375,0
1505,1,0,0,2,41548,1732526519,3064215,354.4,333.35,342.05,349.75,1510155,0
1505,1,0,0,2,41554,1732526519,2917425,384.45,347.45,360.2,360.4,703215,0
1505,1,0,0,2,41559,1732526519,1183635,404.8,381.3,387.35,397.85,323205,0
1505,1,0,0,2,41567,1732526519,2264415,338.55,301.65,312.95,314.8,708195,0
1505,1,0,0,2,41575,1732526519,785640,459.75,432.8,438.35,450.9,235515,0
1505,1,0,0,2,41587,1732526519,1414515,294.5,261.6,270.05,271.2,472545,0
1505,1,0,0,2,41595,1732526519,319245,517.35,487.25,496,508.05,110955,0
1505,1,0,0,2,41600,1732526519,1284480,252.95,223.3,230.3,232.45,420795,0
1505,1,0,0,2,41603,1732526519,129510,580.85,547.05,559.95,570.55,54120,0
1505,1,0,0,2,41604,1732526519,3195315,215.55,189.95,196.15,197,1656945,0
1505,1,0,0,2,41605,1732526519,325950,646.65,609.9,622.7,637.15,345105,0
1505,1,0,0,2,41606,1732526519,926040,184.8,160.85,166,168.5,385860,0
1505,1,0,0,2,41607,1732526519,52545,715.2,678.5,693.7,709.5,27060,0
1505,1,0,0,2,41611,1732526519,995445,155.55,135,140.8,142.4,329850,0
1505,1,0,0,2,41612,1732526519,42390,790.85,749.4,769.1,778.7,24015,0
1505,1,0,0,2,42948,1732526519,2820900,356.45,335.25,349.8,335.5,4770950,0
1505,1,0,0,2,42949,1732526519,6229625,78.3,73.75,73.95,76.15,4708025,0
1505,1,0,0,2,42953,1732526519,678375,317.7,298.85,312.9,299.25,646050,0
1505,1,0,0,2,42954,1732526519,996675,91.05,86,86,89.2,412475,0
1505,1,0,0,2,42955,1732526519,2765825,283.55,264,277.35,264,2249525,0
1505,1,0,0,2,42956,1732526519,2396600,106.3,101.4,101.45,104.5,1121025,0
1505,1,0,0,2,42961,1732526519,1233350,250,231.95,245.9,232.7,823350,0
1505,1,0,0,2,42962,1732526519,882975,123.9,118.45,118.8,122.5,291100,0
1505,1,0,0,2,42963,1732526519,5210050,219.6,201.6,213.4,202.05,3655425,0
1505,1,0,0,2,42964,1732526519,4043450,143.35,137.8,138.25,142.5,2100725,0
1505,1,0,0,2,42965,1732526519,4027400,192.5,175.5,187.65,175.55,1525625,0
1505,1,0,0,2,42966,1732526519,2704325,166.15,159,159.6,165.1,648275,0
1505,1,0,0,2,42967,1732526519,9581775,165.2,149.65,160,150.25,4679725,0
1505,1,0,0,2,42968,1732526519,5199450,190.9,183.65,184.25,189.95,2392550,0
1505,1,0,0,2,42973,1732526519,2562550,141.3,126.85,136.65,127.65,1023625,0
1505,1,0,0,2,45607,1732526519,909875,217.85,209.25,211.75,216.4,279150,0
1505,1,0,0,2,45637,1732526519,4609025,119.25,106.05,115.2,106.1,3452625,0
1505,1,0,0,2,45638,1732526519,900975,247.25,237.7,240.3,246.9,1177825,0
1505,1,0,0,2,45748,1732526519,1958000,101.3,88.7,97.9,89.1,892775,0
1505,1,0,0,2,45749,1732526519,164825,278.95,268,269.5,278.95,89600,0
1505,1,0,0,2,46181,1732526519,10002400,83.9,73.15,80.5,73.25,6588175,0
1505,1,0,0,2,46182,1732526519,1401525,313.05,301.95,306,312.7,2566375,0
1505,1,0,0,2,46185,1732526519,1917550,69.35,59.85,67.2,60,997400,0
1505,1,0,0,2,46186,1732526519,72300,350,337.65,341.85,348.9,38675,0
1505,1,0,0,1,26000,1732526579,0,24257.05,24233.05,24243.8,24254.65,0,0
1505,1,0,0,1,26001,1732526579,0,52141.45,52064,52082.05,52141.45,0,0
1505,1,0,0,2,41511,1732526579,1695420,788.95,714.6,729.25,787.8,1577100,0
1505,1,0,0,2,41512,1732526579,2066085,172.15,147,167.75,148.1,941490,0
1505,1,0,0,2,41513,1732526579,536895,708.7,643.15,656.3,708.7,313995,0
1505,1,0,0,2,41516,1732526579,605055,201,171.3,194.45,172.35,191940,0
1505,1,0,0,2,41518,1732526579,716205,640,575.95,585.8,640,869655,0
1505,1,0,0,2,41523,1732526579,648195,233.7,199.7,227.25,200.25,218205,0
1505,1,0,0,2,41524,1732526579,1122030,572,512.7,521.35,572,434940,0
1505,1,0,0,2,41545,1732526579,1787415,507.2,453.55,465.2,507.2,424815,0
1505,1,0,0,2,41547,1732526579,6650580,449.15,399,412.55,449,2556375,0
1505,1,0,0,2,41548,1732526579,3426555,356.9,311.25,345.6,311.75,1510155,0
1505,1,0,0,2,41554,1732526579,3216510,396.2,349.5,359.65,394.35,703215,0
1505,1,0,0,2,41559,1732526579,1397880,407.95,356.25,398.15,359.65,323205,0
1505,1,0,0,2,41567,1732526579,2519550,347.45,304.15,314.2,347.45,708195,0
1505,1,0,0,2,41575,1732526579,917715,461.4,407.2,449.2,407.55,235515,0
1505,1,0,0,2,41587,1732526579,1584975,302.05,261.85,269.5,301.8,472545,0
1505,1,0,0,2,41595,1732526579,368070,519.8,461.95,510.7,461.95,110955,0
1505,1,0,0,2,41600,1732526579,1434060,259.75,224.8,230.8,259.75,420795,0
1505,1,0,0,2,41603,1732526579,148485,583.05,521.9,572.1,521.9,54120,0
1505,1,0,0,2,41604,1732526579,3514605,223.05,190.9,197.45,221.95,1656945,0
1505,1,0,0,2,41605,1732526579,360735,649.95,582.1,635.2,582.1,345105,0
1505,1,0,0,2,41606,1732526579,987900,190.1,163.3,168.15,190.1,385860,0
1505,1,0,0,2,41607,1732526579,57315,719.2,650.25,707,650.25,27060,0
1505,1,0,0,2,41611,1732526579,1079925,162.35,137.9,141.5,160.65,329850,0
1505,1,0,0,2,41612,1732526579,47490,794.85,723.75,778.4,723.75,24015,0
1505,1,0,0,2,42948,1732526579,3019325,350.1,327.9,334,347.65,4770950,0
1505,1,0,0,2,42949,1732526579,7023725,80.35,72.45,76.05,74.4,4708025,0
1505,1,0,0,2,42953,1732526579,722450,312.8,291.2,295.85,310.5,646050,0
1505,1,0,0,2,42954,1732526579,1154800,94.5,84.9,88.95,87.2,412475,0
1505,1,0,0,2,42955,1732526579,3025775,277.95,259.3,261.2,274.95,2249525,0
1505,1,0,0,2,42956,1732526579,2693900,108.8,99.6,104.95,101.8,1121025,0
1505,1,0,0,2,42961,1732526579,1324575,245,226.95,229.05,243.15,823350,0
1505,1,0,0,2,42962,1732526579,1013175,128.25,116.7,122.95,119.75,291100,0
1505,1,0,0,2,42963,1732526579,5764025,214.55,196.4,200.25,211.7,3655425,0
1505,1,0,0,2,42964,1732526579,4646150,149,136.15,143.15,138.7,2100725,0
1505,1,0,0,2,42965,1732526579,4531825,186.9,170.6,172.9,184.55,1525625,0
1505,1,0,0,2,42966,1732526579,3269275,172.55,158.15,165.3,161.7,648275,0
1505,1,0,0,2,42967,1732526579,10529725,160.5,145.85,147.75,158.7,4679725,0
1505,1,0,0,2,42968,1732526579,5975250,195.85,181.9,190.55,185.05,2392550,0
1505,1,0,0,2,42973,1732526579,2785250,136.75,123.45,124.95,134.75,1023625,0
1505,1,0,0,2,45607,1732526579,1021675,225.25,208.45,218.55,211.35,279150,0
1505,1,0,0,2,45637,1732526579,5040575,115,103.1,104.7,113.4,3452625,0
1505,1,0,0,2,45638,1732526579,1013875,255.3,236.3,248.45,239.35,1177825,0
1505,1,0,0,2,45748,1732526579,2152825,96.7,85.95,87.05,95.05,892775,0
1505,1,0,0,2,45749,1732526579,184975,288.15,268,281.95,271.4,89600,0
1505,1,0,0,2,46181,1732526579,11193250,79.95,70.8,71.5,78.5,6588175,0
1505,1,0,0,2,46182,1732526579,1496800,319.9,300.9,315.95,304.85,2566375,0
1505,1,0,0,2,46185,1732526579,2143825,65.95,58.2,58.25,64.7,997400,0
1505,1,0,0,2,46186,1732526579,78700,358.8,337.05,351.65,340.45,38675,0
1505,1,0,0,1,26000,1732526639,0,24266.55,24253.4,24254.2,24263.45,0,0
1505,1,0,0,1,26001,1732526639,0,52174.05,52135.85,52138.15,52167.9,0,0
1505,1,0,0,2,41511,1732526639,1759215,809.15,786.7,787.35,801.85,1553490,0
1505,1,0,0,2,41512,1732526639,2210685,147.85,137.65,147.55,143,1204785,0
1505,1,0,0,2,41513,1732526639,550230,733.1,708.8,708.8,726.75,298200,0
1505,1,0,0,2,41516,1732526639,667455,173.25,160.75,173.25,166.05,251760,0
